score,category,uid,gender,age,text
5,Flights,3878773,M,31,"The site was very easy to navigate and extremely user - friendly . All flights were very well laid out and I was able to find exactly what I was looking for very fast . Customer support was very friendly and fast as well , my request was handled within minutes ."
5,Fashion Accessories,5113755,F,21,I really love how well - priced everything is and the shipping is quite fast . The items look exactly like the pictures and the quality is very nice .
5,Glasses,4553550,M,47,Ordering was a breeze and the prescription was perfect . The only opportunity I would add is that the lenses include a label indicating which is right vs . left . This one little addition to the process would simply add to this wonderful experience .
5,Graphic Design,3962049,M,64,"I ' ve been trying to construct my own logo for my business and was searching for ideas for objects and layering . I came across this logo company , freelogoservices . com , and they had everying I need . I registered and created a two layer logo , an object and a graphic design , with the name of my company all in a matter of minutes ."
5,Fitness & Nutrition,1118354,F,51,"After struggling for years with over 000 lbs of weight , depression , and low self - esteem , and wondering why I am single . I found a site that help explain product , great pricing , it has it all . Now 00 lbs lighter , no longer on anti - depressants , I got a diet that as worked . I know I did my part , but without this site , its prices and availability , a person on a limited income and a lot more to loss ( ha , ha ). You will hear from me with before and after photos ."
5,Cell Phone,1458624,M,25,I bought the unlock code for my at & t Galaxy S0 at aroung midnight and it was in my email within 0 minutes . It did exactly what it was supposed to do and now I can use it on the t - mobile network as well as any other GSM network . It was easy and I didn ' t even have to call costumer service for help .
4,Package Service,1877875,M,66,sammie taylor did a great job of helping me with my problem of no pickup . and I felt reassured nay ... enlightened !
5,Heating,1877875,M,64,"boilerjuice , in this instance , were a good 0 p cheaper than all others , and also , after delivery , i found thay had knocked another p off due to the group buy facility . vey very happy ."
5,Fashion Accessories,6090269,F,18,"I love Yesstyle because they carry clothes that you can ' t typically find in American stores . Yesstyle carries cute Asian clothing for a pretty good price . I ' m a teenager and so I can ' t afford to spend a lot shopping , but Yesstyle ' s pricing is very reasonable . I like how for most products , many pictures of the product and / or a model wearing the product is provided . In addition , the accessibility of reviews from other people really help me make a decision as to whether or not I want to purchase an item . Overall , just an amazing company that has what I ' m looking for !"
5,Vacation Rental,7292875,M,28,Super easy to use and so many great listings - definitely my go to from now on !
5,Gaming,2539535,M,29,"I was sceptical when i first was at the site , but after my first order went that smooth ( and reading other reviews ) i bought my first game trough CJS . Now I ` m a returning customer , instant delivery I really can recommend these guys ."
5,Electrical goods,3261502,M,27,"Delivered next day as promised , well packaged , great price . They email you details when items are despatched and when delivery will be , and even popped a lollipop in the parcel !"
5,Contact Lenses,3261502,M,27,"I ' ve used Lenstore a few times now and would highly recommend them to anyone . The prices are much better than high street opticians ', they despatch extremely quickly and there have never been any problems with their service ."
5,Printed Clothing,2238274,F,51,"Got a real bargain when I ordered work trousers , very quick and easy to order with lots of choice in size and colours plus delivery was quick too !"
5,Hotels,3261339,M,55,Agoda is a good booking platform to book hotel throughout the world .
5,Tour Operator,3261339,M,55,We encourage friends to ride the Big Bus first before choosing the places to drop and tour
